"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Sightstone","Zeke's Harbinger","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Aether Wisp","Oracle Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Lich Bane","Doran's Ring","Ionian Boots of Lucidity","Luden's Echo","Farsight Alteration"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","void","void","void","Farsight Alteration"
"Sorcerer's Shoes","Athene's Unholy Grail","Needlessly Large Rod","Amplifying Tome","Doran's Ring","void","Warding Totem (Trinket)"
"Doran's Ring","Morellonomicon","Rabadon's Deathcap","Ionian Boots of Lucidity","Abyssal Scepter","void","Farsight Alteration"
"Blasting Wand","Athene's Unholy Grail","Amplifying Tome","Blasting Wand","Ionian Boots of Lucidity","Needlessly Large Rod","Farsight Alteration"
"Zhonya's Hourglass","Rabadon's Deathcap","Frost Queen's Claim","Morellonomicon","Ionian Boots of Lucidity","void","Farsight Alteration"
"Void Staff","Sorcerer's Shoes","Morellonomicon","Rabadon's Deathcap","Luden's Echo","Will of the Ancients","Farsight Alteration"
"Rylai's Crystal Scepter","Nashor's Tooth","Hextech Gunblade","Guinsoo's Rageblade","Enchantment: Furor","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Corrupting Potion","Ionian Boots of Lucidity","Rod of Ages","void","void","Warding Totem (Trinket)"
"Sheen","Rabadon's Deathcap","Frost Queen's Claim","Ionian Boots of Lucidity","Doran's Ring","Aether Wisp","Farsight Alteration"
"Doran's Ring","Ionian Boots of Lucidity","Frost Queen's Claim","Needlessly Large Rod","Aether Wisp","Amplifying Tome","Farsight Alteration"
"Doran's Ring","Lich Bane","Rod of Ages","Ionian Boots of Lucidity","Amplifying Tome","void","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Enchantment: Alacrity","Lich Bane","Mejai's Soulstealer","Blasting Wand","Farsight Alteration"
"Nashor's Tooth","Lich Bane","Berserker's Greaves","Doran's Ring","Needlessly Large Rod","Guinsoo's Rageblade","Farsight Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","Lich Bane","Sorcerer's Shoes","Abyssal Scepter","void","Farsight Alteration"
"Seeker's Armguard","Doran's Ring","Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Needlessly Large Rod","Warding Totem (Trinket)"
"Abyssal Scepter","Frost Queen's Claim","Enchantment: Distortion","Morellonomicon","Void Staff","Needlessly Large Rod","Warding Totem (Trinket)"
"Sightstone","Total Biscuit of Rejuvenation","Amplifying Tome","Fiendish Codex","Frostfang","Boots of Speed","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Rabadon's Deathcap","Vision Ward","Sorcerer's Shoes","Morellonomicon","Farsight Alteration"
"Frost Queen's Claim","Athene's Unholy Grail","Sorcerer's Shoes","Rabadon's Deathcap","Vision Ward","void","Farsight Alteration"
"Enchantment: Alacrity","Frost Queen's Claim","Rabadon's Deathcap","Needlessly Large Rod","Luden's Echo","Void Staff","Farsight Alteration"
"Doran's Ring","Rod of Ages","Boots of Speed","Spellthief's Edge","Total Biscuit of Rejuvenation","void","Warding Totem (Trinket)"
"Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Frost Queen's Claim","void","Luden's Echo","Farsight Alteration"
"Rod of Ages","Frost Queen's Claim","Rabadon's Deathcap","Luden's Echo","Void Staff","Enchantment: Alacrity","Farsight Alteration"
"Luden's Echo","Morellonomicon","Ionian Boots of Lucidity","Negatron Cloak","Needlessly Large Rod","Seeker's Armguard","Warding Totem (Trinket)"
"Frost Queen's Claim","Mejai's Soulstealer","Ionian Boots of Lucidity","Rod of Ages","Morellonomicon","Needlessly Large Rod","Oracle Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Rod of Ages","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Boots of Speed","Frost Queen's Claim","Needlessly Large Rod","Abyssal Scepter","void","void","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Vision Ward","Needlessly Large Rod","Ionian Boots of Lucidity","Amplifying Tome","Farsight Alteration"
"Corrupting Potion","Frost Queen's Claim","Rod of Ages","Morellonomicon","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Enchantment: Alacrity","Doran's Ring","void","void","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Morellonomicon","Blasting Wand","Amplifying Tome","Needlessly Large Rod","Farsight Alteration"
"Morellonomicon","Enchantment: Captain","Rod of Ages","Doran's Ring","Frost Queen's Claim","Abyssal Scepter","Farsight Alteration"
"Total Biscuit of Rejuvenation","Rod of Ages","Ionian Boots of Lucidity","Negatron Cloak","Doran's Ring","void","Farsight Alteration"
"Iceborn Gauntlet","Ionian Boots of Lucidity","Luden's Echo","Needlessly Large Rod","Guinsoo's Rageblade","Stinger","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","Zeke's Harbinger","Doran's Ring","Ionian Boots of Lucidity","Blasting Wand","Warding Totem (Trinket)"
"Lich Bane","Athene's Unholy Grail","Rabadon's Deathcap","Ionian Boots of Lucidity","void","void","Farsight Alteration"
"Doran's Ring","Morellonomicon","Vision Ward","Blasting Wand","Needlessly Large Rod","Ionian Boots of Lucidity","Farsight Alteration"
"Frost Queen's Claim","Aegis of the Legion","Sapphire Crystal","Sightstone","Ionian Boots of Lucidity","Cloth Armor","Oracle Alteration"
"Frost Queen's Claim","Zhonya's Hourglass","Rabadon's Deathcap","Sorcerer's Shoes","Doran's Ring","Aether Wisp","Warding Totem (Trinket)"
"Doran's Ring","Morellonomicon","Luden's Echo","void","Boots of Speed","void","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Rod of Ages","Amplifying Tome","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Frost Queen's Claim","Corrupting Potion","Rod of Ages","Seeker's Armguard","Abyssal Scepter","Warding Totem (Trinket)"
"Locket of the Iron Solari","Mikael's Crucible","Eye of the Watchers","deletedItem","Rylai's Crystal Scepter","Cloth Armor","Oracle Alteration"
"Frost Queen's Claim","Corrupting Potion","Ionian Boots of Lucidity","Rabadon's Deathcap","Lich Bane","void","Warding Totem (Trinket)"
"Void Staff","void","Frost Queen's Claim","Athene's Unholy Grail","Ionian Boots of Lucidity","Rabadon's Deathcap","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Luden's Echo","void","Amplifying Tome","Farsight Alteration"
"Doran's Ring","Abyssal Scepter","Blasting Wand","Sorcerer's Shoes","Athene's Unholy Grail","Rabadon's Deathcap","Farsight Alteration"
"Morellonomicon","Blasting Wand","deletedItem","Doran's Ring","void","void","Warding Totem (Trinket)"
"Corrupting Potion","Sightstone","Frost Queen's Claim","Zeke's Harbinger","void","Enchantment: Captain","Oracle Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Ionian Boots of Lucidity","Rod of Ages","Rabadon's Deathcap","Seeker's Armguard","Farsight Alteration"
"Rod of Ages","Frost Queen's Claim","Ionian Boots of Lucidity","Luden's Echo","Blasting Wand","Needlessly Large Rod","Farsight Alteration"
"Ionian Boots of Lucidity","Sightstone","Frost Queen's Claim","void","Vision Ward","void","Sweeping Lens (Trinket)"
"Rod of Ages","Morellonomicon","Blasting Wand","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Blasting Wand","Rabadon's Deathcap","Lich Bane","Enchantment: Alacrity","Abyssal Scepter","Warding Totem (Trinket)"
"Frost Queen's Claim","void","Boots of Speed","Locket of the Iron Solari","Ruby Crystal","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Zhonya's Hourglass","void","Boots of Speed","Doran's Ring","Morellonomicon","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Morellonomicon","void","void","Warding Totem (Trinket)"
"Morellonomicon","Rabadon's Deathcap","Doran's Ring","Sorcerer's Shoes","Blasting Wand","Catalyst the Protector","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","void","void","Warding Totem (Trinket)"
"Rod of Ages","Lich Bane","Blasting Wand","Ionian Boots of Lucidity","Doran's Ring","Mejai's Soulstealer","Farsight Alteration"
"Frost Queen's Claim","Zhonya's Hourglass","Ionian Boots of Lucidity","Doran's Ring","Blasting Wand","Luden's Echo","Warding Totem (Trinket)"
"Frost Queen's Claim","void","Luden's Echo","Rabadon's Deathcap","Enchantment: Alacrity","Athene's Unholy Grail","Farsight Alteration"
"Needlessly Large Rod","Frost Queen's Claim","Seeker's Armguard","Doran's Ring","Ionian Boots of Lucidity","Luden's Echo","Warding Totem (Trinket)"
"Frost Queen's Claim","Total Biscuit of Rejuvenation","Sightstone","Blasting Wand","Boots of Mobility","Needlessly Large Rod","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Refillable Potion","Sightstone","Aegis of the Legion","Ionian Boots of Lucidity","Fiendish Codex","Sweeping Lens (Trinket)"
"Sightstone","Mikael's Crucible","Locket of the Iron Solari","Needlessly Large Rod","Frost Queen's Claim","Enchantment: Captain","Oracle Alteration"
"Doran's Ring","Frost Queen's Claim","Doran's Ring","Boots of Speed","Mejai's Soulstealer","Blasting Wand","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Amplifying Tome","Rod of Ages","void","Sorcerer's Shoes","Farsight Alteration"
"The Dark Seal","Doran's Ring","Frost Queen's Claim","Boots of Speed","Blasting Wand","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","Negatron Cloak","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","void","Boots of Speed","void","void","Warding Totem (Trinket)"
"Lich Bane","Rod of Ages","Ionian Boots of Lucidity","Doran's Ring","Vision Ward","Total Biscuit of Rejuvenation","Farsight Alteration"
"Needlessly Large Rod","Banner of Command","Frost Queen's Claim","Sightstone","Vision Ward","Enchantment: Distortion","Oracle Alteration"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Doran's Ring","Needlessly Large Rod","Doran's Ring","Farsight Alteration"
"Doran's Ring","Morellonomicon","Rabadon's Deathcap","Boots of Speed","void","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Morellonomicon","Blasting Wand","Enchantment: Alacrity","Doran's Ring","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Blasting Wand","Ionian Boots of Lucidity","Doran's Ring","Athene's Unholy Grail","Hextech Revolver","Warding Totem (Trinket)"
"Blasting Wand","Rabadon's Deathcap","Luden's Echo","Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Oracle Alteration"
"Ionian Boots of Lucidity","Rod of Ages","Doran's Ring","Frost Queen's Claim","Sheen","Aether Wisp","Farsight Alteration"
"void","void","Morellonomicon","Doran's Ring","Doran's Ring","void","Warding Totem (Trinket)"
"Doran's Ring","Frost Queen's Claim","Doran's Ring","Sorcerer's Shoes","Aether Wisp","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Ionian Boots of Lucidity","Kindlegem","void","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Doran's Ring","Sorcerer's Shoes","Luden's Echo","void","void","Farsight Alteration"
"Frost Queen's Claim","Sightstone","void","void","Boots of Mobility","Ruby Crystal","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Amplifying Tome","Ionian Boots of Lucidity","Rod of Ages","Doran's Ring","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Lich Bane","Needlessly Large Rod","Doran's Ring","Rabadon's Deathcap","Ionian Boots of Lucidity","Farsight Alteration"
"Frost Queen's Claim","Corrupting Potion","Morellonomicon","Ionian Boots of Lucidity","void","Rod of Ages","Farsight Alteration"
"Frost Queen's Claim","void","Ionian Boots of Lucidity","Amplifying Tome","Rabadon's Deathcap","void","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Doran's Ring","Morellonomicon","Sorcerer's Shoes","void","Warding Totem (Trinket)"
"Enchantment: Distortion","Frost Queen's Claim","Morellonomicon","Giant's Belt","Rabadon's Deathcap","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Rabadon's Deathcap","Frost Queen's Claim","void","Boots of Speed","Doran's Ring","Warding Totem (Trinket)"
"Doran's Ring","Seeker's Armguard","Athene's Unholy Grail","Sorcerer's Shoes","Needlessly Large Rod","Blasting Wand","Warding Totem (Trinket)"
"Spellthief's Edge","Refillable Potion","Mikael's Crucible","Sightstone","Locket of the Iron Solari","Boots of Mobility","Sweeping Lens (Trinket)"
"Eye of the Watchers","Total Biscuit of Rejuvenation","Aegis of the Legion","Boots of Mobility","void","void","Sweeping Lens (Trinket)"
"Rabadon's Deathcap","Morellonomicon","Void Staff","Ionian Boots of Lucidity","Doran's Ring","void","Farsight Alteration"
"Enchantment: Captain","Sightstone","Frost Queen's Claim","Banner of Command","Zeke's Harbinger","Null-Magic Mantle","Oracle Alteration"
"Sightstone","Refillable Potion","Talisman of Ascension","Ionian Boots of Lucidity","void","Zeke's Harbinger","Sweeping Lens (Trinket)"
"Zhonya's Hourglass","Luden's Echo","Enchantment: Distortion","Mejai's Soulstealer","Lich Bane","Rabadon's Deathcap","Farsight Alteration"
"Rod of Ages","Stinger","deletedItem","Fiendish Codex","void","void","Warding Totem (Trinket)"
"Needlessly Large Rod","Morellonomicon","Sorcerer's Shoes","Doran's Ring","Rabadon's Deathcap","Doran's Ring","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","Ionian Boots of Lucidity","Luden's Echo","void","Farsight Alteration"
"Zhonya's Hourglass","Needlessly Large Rod","Sorcerer's Shoes","Amplifying Tome","Giant's Belt","Morellonomicon","Farsight Alteration"
"Sorcerer's Shoes","Morellonomicon","Doran's Ring","Rod of Ages","Rabadon's Deathcap","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","Amplifying Tome","Ionian Boots of Lucidity","Negatron Cloak","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","Doran's Ring","void","Warding Totem (Trinket)"
"Frost Queen's Claim","void","Health Potion","Rabadon's Deathcap","Athene's Unholy Grail","Sorcerer's Shoes","Farsight Alteration"
"Doran's Ring","Rabadon's Deathcap","Morellonomicon","Ionian Boots of Lucidity","Lich Bane","Blasting Wand","Warding Totem (Trinket)"
"Frost Queen's Claim","Enchantment: Distortion","Rod of Ages","Lich Bane","Mejai's Soulstealer","Needlessly Large Rod","Farsight Alteration"
"Rod of Ages","The Dark Seal","Blasting Wand","Amplifying Tome","Doran's Ring","Enchantment: Distortion","Farsight Alteration"
"void","Doran's Ring","Needlessly Large Rod","Ionian Boots of Lucidity","Morellonomicon","Doran's Ring","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Doran's Ring","Amplifying Tome","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Locket of the Iron Solari","Banshee's Veil","Boots of Mobility","void","Oracle Alteration"
"Doran's Ring","Frost Queen's Claim","Needlessly Large Rod","Rod of Ages","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Refillable Potion","Doran's Ring","Sorcerer's Shoes","Fiendish Codex","Doran's Ring","Athene's Unholy Grail","Warding Totem (Trinket)"
"Needlessly Large Rod","Frost Queen's Claim","Blasting Wand","Sorcerer's Shoes","Luden's Echo","Doran's Ring","Warding Totem (Trinket)"
"Luden's Echo","Frost Queen's Claim","Enchantment: Alacrity","Lich Bane","Needlessly Large Rod","Seeker's Armguard","Farsight Alteration"
"Ionian Boots of Lucidity","Morellonomicon","Doran's Ring","Luden's Echo","Negatron Cloak","Zhonya's Hourglass","Farsight Alteration"
"Rabadon's Deathcap","Doran's Ring","Blasting Wand","Ionian Boots of Lucidity","Morellonomicon","Luden's Echo","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","void","Sightstone","Vision Ward","Crystalline Bracer","Oracle Alteration"
"Luden's Echo","Enchantment: Distortion","Rabadon's Deathcap","Frost Queen's Claim","Void Staff","void","Farsight Alteration"
"Frost Queen's Claim","Mikael's Crucible","Locket of the Iron Solari","Vision Ward","Ruby Sightstone","Enchantment: Captain","Oracle Alteration"
"Corrupting Potion","Rod of Ages","Ionian Boots of Lucidity","Frostfang","Fiendish Codex","void","Warding Totem (Trinket)"
"Lich Bane","Rod of Ages","Enchantment: Distortion","Needlessly Large Rod","Blasting Wand","Doran's Ring","Farsight Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","Aether Wisp","Doran's Ring","Ionian Boots of Lucidity","Doran's Ring","Warding Totem (Trinket)"
"Doran's Ring","Lich Bane","Void Staff","Rod of Ages","Rabadon's Deathcap","Ionian Boots of Lucidity","Farsight Alteration"
"Zhonya's Hourglass","Doran's Ring","void","Doran's Ring","Morellonomicon","Boots of Swiftness","Farsight Alteration"
"Boots of Mobility","Locket of the Iron Solari","Frost Queen's Claim","Ardent Censer","Sightstone","Cloth Armor","Oracle Alteration"
"Sightstone","Locket of the Iron Solari","Zeke's Harbinger","void","Frostfang","Ionian Boots of Lucidity","Sweeping Lens (Trinket)"
"Doran's Ring","Morellonomicon","Zhonya's Hourglass","Ionian Boots of Lucidity","Doran's Ring","void","Farsight Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Sightstone","Boots of Mobility","Mejai's Soulstealer","void","Sweeping Lens (Trinket)"
"Ruby Sightstone","Locket of the Iron Solari","Frost Queen's Claim","Enchantment: Captain","Morellonomicon","Vision Ward","Oracle Alteration"
"Corrupting Potion","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","Sheen","void","Farsight Alteration"
"void","Blade of the Ruined King","void","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Corrupting Potion","Mejai's Soulstealer","Needlessly Large Rod","Ionian Boots of Lucidity","Morellonomicon","Rod of Ages","Farsight Alteration"
"Athene's Unholy Grail","Rabadon's Deathcap","Mercury's Treads","Abyssal Scepter","Void Staff","void","Farsight Alteration"
"Rod of Ages","Needlessly Large Rod","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Doran's Ring","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Mejai's Soulstealer","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"void","Zhonya's Hourglass","Lich Bane","Ionian Boots of Lucidity","Rod of Ages","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Morellonomicon","Rabadon's Deathcap","Blasting Wand","Warding Totem (Trinket)"
"Doran's Ring","Luden's Echo","Needlessly Large Rod","Morellonomicon","Ionian Boots of Lucidity","Blasting Wand","Warding Totem (Trinket)"
"Abyssal Scepter","Zhonya's Hourglass","Frost Queen's Claim","Needlessly Large Rod","Aether Wisp","Ionian Boots of Lucidity","Farsight Alteration"
"Doran's Ring","Chalice of Harmony","Fiendish Codex","Boots of Speed","Amplifying Tome","void","Warding Totem (Trinket)"
"Zhonya's Hourglass","Doran's Ring","Luden's Echo","deletedItem","Blasting Wand","Athene's Unholy Grail","Sweeping Lens (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Lich Bane","Luden's Echo","void","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Corrupting Potion","Athene's Unholy Grail","Ionian Boots of Lucidity","Luden's Echo","Rabadon's Deathcap","void","Farsight Alteration"
"Vision Ward","Mikael's Crucible","Frost Queen's Claim","Sightstone","Enchantment: Distortion","Fiendish Codex","Oracle Alteration"
"Ionian Boots of Lucidity","Doran's Ring","Frost Queen's Claim","Rod of Ages","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"Sorcerer's Shoes","Zhonya's Hourglass","Rabadon's Deathcap","Athene's Unholy Grail","Doran's Ring","Doran's Ring","Farsight Alteration"
"Abyssal Scepter","Zhonya's Hourglass","deletedItem","Morellonomicon","Luden's Echo","Blasting Wand","Warding Totem (Trinket)"
"Mikael's Crucible","Ruby Sightstone","Frost Queen's Claim","Ardent Censer","void","Mercury's Treads","Oracle Alteration"
"void","Frost Queen's Claim","Total Biscuit of Rejuvenation","void","Sightstone","Boots of Mobility","Sweeping Lens (Trinket)"
"Doran's Ring","Blasting Wand","Total Biscuit of Rejuvenation","Catalyst the Protector","Boots of Speed","void","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Frost Queen's Claim","Athene's Unholy Grail","Rabadon's Deathcap","Abyssal Scepter","void","Farsight Alteration"
"Mikael's Crucible","Frost Queen's Claim","Ardent Censer","Boots of Mobility","Vision Ward","Sightstone","Oracle Alteration"
"Rod of Ages","Frost Queen's Claim","Rabadon's Deathcap","Doran's Ring","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Rabadon's Deathcap","Sorcerer's Shoes","Athene's Unholy Grail","Doran's Ring","Needlessly Large Rod","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","Corrupting Potion","Rod of Ages","Ionian Boots of Lucidity","Blasting Wand","Negatron Cloak","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Doran's Ring","Luden's Echo","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Boots of Mobility","Warden's Mail","Giant's Belt","void","Oracle Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","Doran's Ring","Aether Wisp","Needlessly Large Rod","Farsight Alteration"
"Rod of Ages","Needlessly Large Rod","Frost Queen's Claim","Sorcerer's Shoes","void","Doran's Ring","Farsight Alteration"
"Luden's Echo","Zhonya's Hourglass","Frost Queen's Claim","Doran's Ring","Lich Bane","Boots of Speed","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Needlessly Large Rod","Ionian Boots of Lucidity","Aether Wisp","Doran's Ring","Farsight Alteration"
"Luden's Echo","Frost Queen's Claim","void","Boots of Swiftness","Rod of Ages","void","Farsight Alteration"
"Frost Queen's Claim","Locket of the Iron Solari","Boots of Swiftness","Sightstone","void","void","Oracle Alteration"
"Enchantment: Captain","Frost Queen's Claim","Ruby Sightstone","Locket of the Iron Solari","Ardent Censer","Zeke's Harbinger","Oracle Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Aether Wisp","Blasting Wand","Amplifying Tome","Enchantment: Distortion","Farsight Alteration"
"Frost Queen's Claim","Blasting Wand","void","Sightstone","Ionian Boots of Lucidity","Zeke's Harbinger","Oracle Alteration"
"Seraph's Embrace","Zhonya's Hourglass","Doran's Ring","Ninja Tabi","void","void","Farsight Alteration"
"Rod of Ages","Frost Queen's Claim","Blasting Wand","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Total Biscuit of Rejuvenation","Athene's Unholy Grail","Doran's Ring","Enchantment: Distortion","Amplifying Tome","Rabadon's Deathcap","Farsight Alteration"
"Frost Queen's Claim","Mejai's Soulstealer","Ruby Sightstone","Rylai's Crystal Scepter","Ionian Boots of Lucidity","Ruby Crystal","Oracle Alteration"
"Doran's Ring","Luden's Echo","Void Staff","Ionian Boots of Lucidity","Athene's Unholy Grail","Needlessly Large Rod","Sweeping Lens (Trinket)"
"Amplifying Tome","Ionian Boots of Lucidity","Needlessly Large Rod","Doran's Ring","Blasting Wand","Rod of Ages","Warding Totem (Trinket)"
"Doran's Ring","Ionian Boots of Lucidity","Total Biscuit of Rejuvenation","Rod of Ages","Amplifying Tome","void","Farsight Alteration"
"Rabadon's Deathcap","Luden's Echo","Athene's Unholy Grail","Sorcerer's Shoes","Void Staff","Blasting Wand","Farsight Alteration"
"Frost Queen's Claim","Locket of the Iron Solari","Sightstone","Vision Ward","Enchantment: Alacrity","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Mikael's Crucible","Locket of the Iron Solari","Ruby Sightstone","Zeke's Harbinger","Boots of Mobility","Oracle Alteration"
"Rabadon's Deathcap","Doran's Ring","void","Rod of Ages","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Zhonya's Hourglass","Blasting Wand","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Rabadon's Deathcap","Farsight Alteration"
"Blasting Wand","Zhonya's Hourglass","Rod of Ages","Enchantment: Captain","Morellonomicon","Needlessly Large Rod","Farsight Alteration"
"Needlessly Large Rod","Morellonomicon","Luden's Echo","Blasting Wand","Enchantment: Alacrity","Abyssal Scepter","Warding Totem (Trinket)"
"Lich Bane","Frost Queen's Claim","Sorcerer's Shoes","Rabadon's Deathcap","Luden's Echo","Amplifying Tome","Warding Totem (Trinket)"
"Rabadon's Deathcap","Ionian Boots of Lucidity","Amplifying Tome","Zeke's Harbinger","Frost Queen's Claim","void","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Aether Wisp","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Farsight Alteration"
"Vision Ward","Corrupting Potion","Ionian Boots of Lucidity","Aether Wisp","Morellonomicon","void","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Amplifying Tome","Farsight Alteration"
"Rabadon's Deathcap","Morellonomicon","Abyssal Scepter","Sorcerer's Shoes","Zhonya's Hourglass","void","Oracle Alteration"
"Frost Queen's Claim","Lich Bane","Rabadon's Deathcap","Mejai's Soulstealer","Void Staff","Enchantment: Alacrity","Farsight Alteration"
"void","Health Potion","Frost Queen's Claim","Doran's Ring","Boots of Speed","Luden's Echo","Farsight Alteration"
"Doran's Ring","Morellonomicon","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","void","Farsight Alteration"
"Doran's Ring","Lich Bane","Ionian Boots of Lucidity","Rabadon's Deathcap","Rod of Ages","Blasting Wand","Farsight Alteration"
"Total Biscuit of Rejuvenation","Sightstone","Frost Queen's Claim","Ionian Boots of Lucidity","Null-Magic Mantle","Crystalline Bracer","Oracle Alteration"
"Rabadon's Deathcap","Frost Queen's Claim","Enchantment: Alacrity","Luden's Echo","void","void","Warding Totem (Trinket)"
"Sightstone","Mikael's Crucible","Frostfang","Zeke's Harbinger","Boots of Mobility","Vision Ward","Oracle Alteration"
"B. F. Sword","Lich Bane","Guinsoo's Rageblade","Berserker's Greaves","Nashor's Tooth","void","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Vision Ward","Morellonomicon","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"Doran's Ring","Void Staff","deletedItem","Blasting Wand","Rabadon's Deathcap","Athene's Unholy Grail","Warding Totem (Trinket)"
"Enchantment: Alacrity","Frost Queen's Claim","Doran's Ring","Rabadon's Deathcap","Morellonomicon","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Abyssal Scepter","Doran's Ring","Enchantment: Distortion","Aether Wisp","void","Farsight Alteration"
"Needlessly Large Rod","Amplifying Tome","Blasting Wand","Sorcerer's Shoes","Athene's Unholy Grail","Doran's Ring","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","The Dark Seal","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Vision Ward","Sorcerer's Shoes","Rabadon's Deathcap","Rylai's Crystal Scepter","void","Farsight Alteration"
"Corrupting Potion","Frost Queen's Claim","Lich Bane","Needlessly Large Rod","Rod of Ages","Enchantment: Captain","Farsight Alteration"
"Boots of Mobility","Frost Queen's Claim","Sightstone","void","void","void","Sweeping Lens (Trinket)"
