"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Amplifying Tome","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass","void"
"Enchantment: Alacrity","Eye of the Watchers","Haunting Guise","Luden's Echo","Oracle Alteration","Zhonya's Hourglass","void"
"Amplifying Tome","Boots of Speed","Eye of the Watchers","Morellonomicon","Oracle Alteration","Rylai's Crystal Scepter","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Total Biscuit of Rejuvenation"
"Aether Wisp","Doran's Ring","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Blasting Wand","Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass"
"Doran's Ring","Enchantment: Furor","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Zhonya's Hourglass"
"Enchantment: Distortion","Frost Queen's Claim","Liandry's Torment","Locket of the Iron Solari","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Negatron Cloak","Rabadon's Deathcap","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Doran's Ring","Farsight Alteration","Morellonomicon","Needlessly Large Rod","Sorcerer's Shoes","Zhonya's Hourglass"
"Blasting Wand","Eye of the Watchers","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","void","void"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward"
"Amplifying Tome","Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff"
"Boots of Mobility","Eye of the Watchers","Mejai's Soulstealer","Oracle Alteration","Rylai's Crystal Scepter","Vision Ward","void"
"Aether Wisp","Enchantment: Alacrity","Frost Queen's Claim","Mejai's Soulstealer","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Blasting Wand","Boots of Speed","Doran's Ring","Haunting Guise","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Boots of Swiftness","Crystalline Bracer","Frost Queen's Claim","Null-Magic Mantle","Oracle Alteration","Sightstone","Void Staff"
"Doran's Ring","Doran's Ring","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frostfang","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","deletedItem","void"
"Banner of Command","Frost Queen's Claim","Morellonomicon","Needlessly Large Rod","Oracle Alteration","Sightstone","deletedItem"
"Amplifying Tome","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","void"
"Boots of Mobility","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Sightstone","Sweeping Lens (Trinket)","void"
"Aether Wisp","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Vision Ward","Warding Totem (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Refillable Potion","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Needlessly Large Rod","Sightstone","void"
"Doran's Ring","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","deletedItem","void"
"Liandry's Torment","Mejai's Soulstealer","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Boots of Speed","Fiendish Codex","Frostfang","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Doran's Ring","Giant's Belt","Haunting Guise","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)"
"Boots of Mobility","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void","void"
"Corrupting Potion","Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
"Doran's Ring","Doran's Ring","Fiendish Codex","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation"
"Athene's Unholy Grail","Doran's Ring","Health Potion","Liandry's Torment","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Boots of Speed","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Vision Ward","Warding Totem (Trinket)"
"Boots of Speed","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation","void","void"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Oracle Alteration","Refillable Potion","Sightstone"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Enchantment: Alacrity","Frost Queen's Claim","Hunter's Potion","Luden's Echo","Rylai's Crystal Scepter","Stalker's Blade","Warding Totem (Trinket)"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Zhonya's Hourglass"
"Blasting Wand","Doran's Ring","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Ruby Crystal","Sightstone","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Amplifying Tome","Doran's Ring","Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)","void"
"Abyssal Scepter","Enchantment: Alacrity","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Luden's Echo","Morellonomicon","Rabadon's Deathcap","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)","Zhonya's Hourglass"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rabadon's Deathcap","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward","Void Staff","Warding Totem (Trinket)"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Giant's Belt","Oracle Alteration","Sightstone","void"
"Ionian Boots of Lucidity","Morellonomicon","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Morellonomicon","Rylai's Crystal Scepter","Zhonya's Hourglass","void"
"Boots of Mobility","Corrupting Potion","Eye of the Watchers","Oracle Alteration","Rylai's Crystal Scepter","Vision Ward","void"
"Blasting Wand","Doran's Ring","Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Boots of Speed","Frost Queen's Claim","Liandry's Torment","Seeker's Armguard","Sightstone","Warding Totem (Trinket)","void"
"Abyssal Scepter","Farsight Alteration","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","void","void"
"Abyssal Scepter","Farsight Alteration","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass","deletedItem"
"Blasting Wand","Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Luden's Echo","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Fiendish Codex","Forbidden Idol","Frostfang","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Boots of Speed","Doran's Ring","Health Potion","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Blasting Wand","Enchantment: Distortion","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Zeke's Harbinger"
"Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes","Warding Totem (Trinket)"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Vision Ward","Void Staff","Warding Totem (Trinket)"
"Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Void Staff"
"Doran's Ring","Frost Queen's Claim","Giant's Belt","Morellonomicon","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Amplifying Tome","Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Sightstone"
"Amplifying Tome","Doran's Ring","Farsight Alteration","Haunting Guise","Ionian Boots of Lucidity","Needlessly Large Rod","Rylai's Crystal Scepter"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Needlessly Large Rod","Sightstone"
"Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Vision Ward"
"Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Luden's Echo","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Spectre's Cowl"
"Athene's Unholy Grail","Blasting Wand","Doran's Ring","Rabadon's Deathcap","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
"Blasting Wand","Doran's Ring","Haunting Guise","Morellonomicon","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Sightstone","Total Biscuit of Rejuvenation","Vision Ward"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Sightstone","Sweeping Lens (Trinket)","void","void"
"Athene's Unholy Grail","Corrupting Potion","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","void","void"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","void"
"Amplifying Tome","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff"
"Amplifying Tome","Boots of Speed","Frost Queen's Claim","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Enchantment: Distortion","Frost Queen's Claim","Liandry's Torment","Negatron Cloak","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Amplifying Tome","Blasting Wand","Eye of the Watchers","Oracle Alteration","Rylai's Crystal Scepter","Seeker's Armguard","deletedItem"
"Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone","Sorcerer's Shoes","void"
"Amplifying Tome","Athene's Unholy Grail","Farsight Alteration","Giant's Belt","Needlessly Large Rod","Sorcerer's Shoes","void"
"Banner of Command","Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Cloth Armor","Doran's Ring","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Morellonomicon","Rylai's Crystal Scepter"
"Farsight Alteration","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Void Staff"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
"Amplifying Tome","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","void","void"
"Amplifying Tome","Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Rabadon's Deathcap","Vision Ward","Zhonya's Hourglass"
"Amplifying Tome","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rabadon's Deathcap"
"Amplifying Tome","Enchantment: Alacrity","Eye of the Watchers","Ruby Crystal","Rylai's Crystal Scepter","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","void"
"Frost Queen's Claim","Giant's Belt","Haunting Guise","Needlessly Large Rod","Oracle Alteration","Sightstone","deletedItem"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","Vision Ward"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Vision Ward"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Sweeping Lens (Trinket)","void"
"Corrupting Potion","Eye of the Watchers","Giant's Belt","Liandry's Torment","Mejai's Soulstealer","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Blasting Wand","Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Fiendish Codex","Frost Queen's Claim","Ionian Boots of Lucidity","Null-Magic Mantle","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Enchantment: Alacrity","Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Zhonya's Hourglass"
"Blasting Wand","Boots of Mobility","Eye of the Watchers","Oracle Alteration","Rylai's Crystal Scepter","void","void"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard"
"Boots of Mobility","Frostfang","Liandry's Torment","Mejai's Soulstealer","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Frostfang","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Blasting Wand","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter"
"Boots of Mobility","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Rabadon's Deathcap","Warding Totem (Trinket)"
"Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","void","void"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Warding Totem (Trinket)","void","void","void","void"
"Boots of Speed","Doran's Ring","Frost Queen's Claim","Sightstone","Sweeping Lens (Trinket)","void","void"
"Blasting Wand","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Giant's Belt","Morellonomicon","Oracle Alteration","Ruby Sightstone"
"Aether Wisp","Enchantment: Distortion","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Ruby Crystal","Sightstone","void"
"Amplifying Tome","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Amplifying Tome","Doran's Ring","Fiendish Codex","Morellonomicon","Ruby Crystal","Warding Totem (Trinket)","deletedItem"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Ruby Sightstone","Rylai's Crystal Scepter"
"Amplifying Tome","Blasting Wand","Eye of the Watchers","Ruby Crystal","Rylai's Crystal Scepter","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Sightstone","Sweeping Lens (Trinket)","Zhonya's Hourglass"
"Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Vision Ward"
"Boots of Swiftness","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Void Staff","void"
"Amplifying Tome","Blasting Wand","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","deletedItem"
"Doran's Ring","Fiendish Codex","Forbidden Idol","Rod of Ages","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Boots of Speed","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Total Biscuit of Rejuvenation","deletedItem","void"
"Amplifying Tome","Blasting Wand","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter"
"Amplifying Tome","Corrupting Potion","Eye of the Watchers","Giant's Belt","Sorcerer's Shoes","Sweeping Lens (Trinket)","Vision Ward"
"Amplifying Tome","Blasting Wand","Doran's Ring","Haunting Guise","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)"
"Blasting Wand","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone"
"Boots of Swiftness","Frost Queen's Claim","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","Vision Ward","void"
"Aether Wisp","Boots of Mobility","Eye of the Watchers","Needlessly Large Rod","Oracle Alteration","Rod of Ages","Rylai's Crystal Scepter"
"Eye of the Watchers","Fiendish Codex","Ionian Boots of Lucidity","Ruby Crystal","Sweeping Lens (Trinket)","void","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Void Staff","deletedItem","void"
"Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Sightstone","Void Staff"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Amplifying Tome","Frostfang","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Morellonomicon","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward"
"Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem","void","void"
"Athene's Unholy Grail","Doran's Ring","Liandry's Torment","Mercury's Treads","Warding Totem (Trinket)","Zhonya's Hourglass","void"
"Aether Wisp","Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone"
"Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Void Staff","Zhonya's Hourglass"
"Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Rabadon's Deathcap","Rod of Ages","Rylai's Crystal Scepter","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Warding Totem (Trinket)","void"
"Abyssal Scepter","Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Warding Totem (Trinket)"
"Doran's Ring","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Refillable Potion","Rylai's Crystal Scepter","Sightstone","deletedItem"
"Doran's Ring","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Zhonya's Hourglass"
"Amplifying Tome","Corrupting Potion","Liandry's Torment","Rod of Ages","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Blasting Wand","Doran's Ring","Haunting Guise","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Amplifying Tome","Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Rylai's Crystal Scepter"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Doran's Ring","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem","void"
"Corrupting Potion","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem","void"
"Enchantment: Distortion","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Boots of Speed","Frost Queen's Claim","Liandry's Torment","Sightstone","Sweeping Lens (Trinket)","void"
"Blasting Wand","Enchantment: Alacrity","Eye of the Watchers","Haunting Guise","Rylai's Crystal Scepter","Sweeping Lens (Trinket)","void"
"Blasting Wand","Boots of Speed","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Zhonya's Hourglass","void","void"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Blasting Wand","Frostfang","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Athene's Unholy Grail","Doran's Ring","Giant's Belt","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","The Dark Seal","Warding Totem (Trinket)","void"
"Blasting Wand","Boots of Mobility","Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Morellonomicon","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass"
"Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Oracle Alteration","Sightstone","Sorcerer's Shoes","Vision Ward"
"Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sweeping Lens (Trinket)","Void Staff","Zhonya's Hourglass","deletedItem"
"Blasting Wand","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Boots of Mobility","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Total Biscuit of Rejuvenation","Warding Totem (Trinket)"
"Eye of the Watchers","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Warding Totem (Trinket)","deletedItem"
"Amplifying Tome","Doran's Ring","Liandry's Torment","Luden's Echo","Rabadon's Deathcap","Warding Totem (Trinket)","deletedItem"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Refillable Potion","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Enchantment: Alacrity","Morellonomicon","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","Zhonya's Hourglass","void"
