"colloq","consumeOnFull","consumed","depth","description","effect.Effect1Amount","effect.Effect2Amount","effect.Effect3Amount","effect.Effect4Amount","effect.Effect5Amount","effect.Effect6Amount","effect.Effect7Amount","effect.Effect8Amount","from","gold.base","gold.purchasable","gold.sell","gold.total","group","hideFromAll","id","image.full","image.group","image.h","image.sprite","image.w","image.x","image.y","inStore","into","maps.1","maps.10","maps.11","maps.12","maps.14","maps.8","name","plaintext","requiredChampion","sanitizedDescription","specialRecipe","stacks","stats.FlatArmorMod","stats.FlatCritChanceMod","stats.FlatHPPoolMod","stats.FlatHPRegenMod","stats.FlatMPPoolMod","stats.FlatMagicDamageMod","stats.FlatMovementSpeedMod","stats.FlatPhysicalDamageMod","stats.FlatSpellBlockMod","stats.PercentAttackSpeedMod","stats.PercentLifeStealMod","stats.PercentMovementSpeedMod","tags"
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Furor bonus.<br><br><unique>UNIQUE Passive - Furor:</unique> Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","[""3006""]","450","true","1085","1550","BootsFuror","true","1300","1300.png","item","48","item2.png","48","0","336","","","false","true","true","true","false","true","Enchantment: Furor","Increases movement speed upon dealing damage with a single target spell or basic attack","","Limited to 1 of each enchantment type. Enchants boots to have Furor bonus. UNIQUE Passive - Furor: Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds. (Unique Passives with the same name don't stack.)","","","","","","","","","45.0","","","0.3","","",""
"","","","4","<stats>+80 Ability Power<br><mana>+1000 Mana<br>+50% Base Mana Regen </mana></stats><br><br><mana><unique>UNIQUE Passive - Insight:</unique> Grants Ability Power equal to 3% of maximum Mana.</mana><br><active>UNIQUE Active - Mana Shield:</active> Consumes 20% of current Mana to grant a shield for 3 seconds that absorbs damage equal to 150 plus the amount of Mana consumed (120 second cooldown).","0.03","0.2","3","150","120","","","","[""3007""]","2700","false","4060","2700","","","3048","3048.png","item","48","item0.png","48","240","336","false","","false","false","false","false","false","true","Seraph's Embrace","","","+80 Ability Power +1000 Mana +50% Base Mana Regen UNIQUE Passive - Insight: Grants Ability Power equal to 3% of maximum Mana. UNIQUE Active - Mana Shield: Consumes 20% of current Mana to grant a shield for 3 seconds that absorbs damage equal to 150 plus the amount of Mana consumed (120 second cooldown).","3007","","","","","","1000.0","80.0","","","","","","","[""Active""]"
"","","","2","<stats>+30 Armor</stats><br><br><unique>UNIQUE Passive:</unique> Blocks 10% of the damage from basic attacks.<br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed","","","","","","","","","[""1001"",""1029""]","500","true","770","1100","BootsUpgrades","","3047","3047.png","item","48","item0.png","48","192","336","","[""1316"",""1318"",""1315"",""1317""]","false","true","true","true","false","true","Ninja Tabi","Enhances Movement Speed and reduces incoming basic attack damage","","+30 Armor UNIQUE Passive: Blocks 10% of the damage from basic attacks. UNIQUE Passive - Enhanced Movement: +45 Movement Speed","","","30.0","","","","","","45.0","","","","","","[""Armor"",""Boots""]"
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Distortion bonus.<br><br><unique>UNIQUE Passive - Distortion:</unique> Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: <br><br><font color='#FFDD00'>Ghost:</font> Grants 40% Movement Speed from 27%.<br><font color='#FFDD00'>Flash:</font> 20% Movement Speed bonus for 1 second after cast.<br><font color='#FFDD00'>Teleport:</font> 30% Movement Speed bonus for 3 seconds after use.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","0.25","","","","","","","","[""3009""]","450","true","945","1350","BootsDistortion","true","1308","1308.png","item","48","item2.png","48","384","336","","","false","true","true","true","false","true","Enchantment: Distortion","Greatly lowers the summoner spell cooldown of Teleport, Flash, and Ghost","","Limited to 1 of each enchantment type. Enchants boots to have Distortion bonus. UNIQUE Passive - Distortion: Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: Ghost: Grants 40% Movement Speed from 27%. Flash: 20% Movement Speed bonus for 1 second after cast. Teleport: 30% Movement Speed bonus for 3 seconds after use. (Unique Passives with the same name don't stack.)","","","","","","","","","60.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Captain bonus.<br><br><unique>UNIQUE Passive - Captain:</unique> Grants +10% Movement Speed to nearby approaching allied champions.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","0.25","","","","","","","","[""3009""]","450","true","945","1350","BootsCaptain","true","1307","1307.png","item","48","item2.png","48","336","336","","","false","true","true","true","false","true","Enchantment: Captain","Grants bonus movement speed to approaching allied champions and minions","","Limited to 1 of each enchantment type. Enchants boots to have Captain bonus. UNIQUE Passive - Captain: Grants +10% Movement Speed to nearby approaching allied champions. (Unique Passives with the same name don't stack.)","","","","","","","","","60.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Alacrity bonus. <br><br><unique>UNIQUE Passive - Alacrity:</unique> +20 Movement Speed<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","0.25","","","","","","","","[""3009""]","450","true","945","1350","BootsAlacrity","true","1306","1306.png","item","48","item2.png","48","288","336","","","false","true","true","true","false","true","Enchantment: Alacrity","Permanently grants a bonus to base movement speed","","Limited to 1 of each enchantment type. Enchants boots to have Alacrity bonus. UNIQUE Passive - Alacrity: +20 Movement Speed (Unique Passives with the same name don't stack.)","","","","","","","","","60.0","","","","","",""
"","","","3","<stats>+45 Attack Damage<br>+10% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks grant +6 Attack Damage and +1% Life Steal for 8 seconds on hit (effect stacks up to 5 times).","6","0.01","8","5","","","","","[""1037"",""1053""]","625","true","1680","2400","","","3181","3181.png","item","48","item1.png","48","240","240","","","false","true","false","false","false","true","Sanguine Blade","Greatly increases Attack Damage and Life Steal","","+45 Attack Damage +10% Life Steal UNIQUE Passive: Basic attacks grant +6 Attack Damage and +1% Life Steal for 8 seconds on hit (effect stacks up to 5 times).","","","","","","","","","","45.0","","","0.1","","[""Damage"",""LifeSteal""]"
"flag","","","4","<stats>+200 Health<br>+100% Base Health Regen <br>+60 Ability Power<br>+20 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><aura>UNIQUE Aura - Legion:</aura> Grants nearby allies +15 Magic Resist.<br><active>UNIQUE Active - Promote:</active> Greatly increases the power of a lane minion and grants it immunity to magic damage (120 second cooldown).","0.5","15","0.75","","","","","","[""3105"",""3108""]","600","true","2030","2900","","","3060","3060.png","item","48","item0.png","48","432","336","","","false","true","true","true","false","false","Banner of Command","Promotes a siege minion to a more powerful unit","","+200 Health +100% Base Health Regen +60 Ability Power +20 Magic Resist +10% Cooldown Reduction UNIQUE Aura - Legion: Grants nearby allies +15 Magic Resist. UNIQUE Active - Promote: Greatly increases the power of a lane minion and grants it immunity to magic damage (120 second cooldown).","","","","","200.0","","","60.0","","","20.0","","","","[""Active"",""Aura"",""CooldownReduction"",""Health"",""HealthRegen"",""SpellBlock"",""SpellDamage""]"
"","","","3","<stats>+500 Health<br>+50 Armor  </stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 25 (+1 per champion level) magic damage per second to nearby enemies. Deals 50% bonus damage to minions and monsters.","25","1","0.5","","","","","","[""1031"",""3751""]","800","true","1890","2700","","","3068","3068.png","item","48","item0.png","48","96","384","","","false","true","true","true","false","true","Sunfire Cape","Constantly deals damage to nearby enemies","","+500 Health +50 Armor UNIQUE Passive - Immolate: Deals 25 (+1 per champion level) magic damage per second to nearby enemies. Deals 50% bonus damage to minions and monsters.","","","50.0","","500.0","","","","","","","","","","[""Armor"",""Health""]"
"","","","2","<stats>+200 Health  </stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction","-0.1","","","","","","","","[""1028""]","400","true","560","800","","","3067","3067.png","item","48","item0.png","48","48","384","","[""3187"",""3190"",""3401"",""3065"",""3056""]","false","true","true","true","false","true","Kindlegem","Increases Health and Cooldown Reduction","","+200 Health UNIQUE Passive: +10% Cooldown Reduction","","","","","200.0","","","","","","","","","","[""CooldownReduction"",""Health""]"
"","","","3","<stats>+225 Health<br>+250 Mana<br>+25 Armor<br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Trap Detection:</unique> Nearby stealthed enemy traps are revealed.<br><active>UNIQUE Active - Hunter's Sight:</active> A stealth-detecting mist grants vision in the target area for 5 seconds, revealing enemy champions that enter for 3 seconds (60 second cooldown).","-0.2","0","0","5","3","60","","","[""3024"",""3067""]","350","true","1505","2150","","","3187","3187.png","item","48","item1.png","48","384","240","","","false","false","false","true","false","true","Hextech Sweeper","Activate to reveal a nearby area of the map","","+225 Health +250 Mana +25 Armor +20% Cooldown Reduction UNIQUE Passive - Trap Detection: Nearby stealthed enemy traps are revealed. UNIQUE Active - Hunter's Sight: A stealth-detecting mist grants vision in the target area for 5 seconds, revealing enemy champions that enter for 3 seconds (60 second cooldown).","","","25.0","","225.0","","250.0","","","","","","","","[""Active"",""Armor"",""CooldownReduction"",""Health"",""Mana"",""Stealth"",""Vision""]"
"sv","","","3","<stats>+500 Health<br>+70 Magic Resist<br>+150% Base Health Regen <br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Increases all healing received by 20%.","-0.1","0.2","0.5","0.015","","","","","[""3211"",""3067""]","900","true","1960","2800","","","3065","3065.png","item","48","item0.png","48","0","384","","","false","true","true","true","false","true","Spirit Visage","Increases Health and healing effects","","+500 Health +70 Magic Resist +150% Base Health Regen +10% Cooldown Reduction UNIQUE Passive: Increases all healing received by 20%.","","","","","500.0","","","","","","70.0","","","","[""CooldownReduction"",""Health"",""HealthRegen"",""SpellBlock""]"
"lb","","","3","<stats>+30 Attack Damage<br>+30% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical Strikes cause enemies to bleed for an additional 90% of bonus Attack Damage as magic damage over 3 seconds and reveal them for the duration.<br><unique>UNIQUE Passive - Trap Detection:</unique> Nearby stealthed enemy traps are revealed.<br><active>UNIQUE Active - Hunter's Sight:</active> A stealth-detecting mist grants vision in the target area for 5 seconds, revealing enemy champions that enter for 3 seconds (60 second cooldown).","0.9","3","0","5","3","60","","","[""3122"",""1018""]","350","true","1645","2350","","","3185","3185.png","item","48","item1.png","48","336","240","","","false","false","false","true","false","true","The Lightbringer","Critical Strikes cause your target to bleed and be revealed","","+30 Attack Damage +30% Critical Strike Chance UNIQUE Passive: Critical Strikes cause enemies to bleed for an additional 90% of bonus Attack Damage as magic damage over 3 seconds and reveal them for the duration. UNIQUE Passive - Trap Detection: Nearby stealthed enemy traps are revealed. UNIQUE Active - Hunter's Sight: A stealth-detecting mist grants vision in the target area for 5 seconds, revealing enemy champions that enter for 3 seconds (60 second cooldown).","","","","0.3","","","","","","30.0","","","","","[""Active"",""CriticalStrike"",""Damage"",""OnHit"",""Stealth"",""Vision""]"
"","","","3","<stats>+275 Health<br>+55 Attack Damage</stats><br><br><unique>UNIQUE Passive - Rage:</unique> Basic attacks grant 20 Movement Speed for 2 seconds on hit. Kills grant 60 Movement Speed for 2 seconds. This Movement Speed bonus is halved for ranged champions.<br><active>UNIQUE Active:</active> For the next 5 seconds, basic attacks reduce the target's Movement Speed by 30% and deal 80 true damage over 2.5 seconds on hit (60 second cooldown).","20","2","60","2.5","5","-0.3","80","60","[""3044"",""1037""]","475","true","1820","2600","","","3184","3184.png","item","48","item1.png","48","288","240","","","false","false","false","true","false","true","Entropy","Attacks and kills give a small burst of speed, activate to slow enemies","","+275 Health +55 Attack Damage UNIQUE Passive - Rage: Basic attacks grant 20 Movement Speed for 2 seconds on hit. Kills grant 60 Movement Speed for 2 seconds. This Movement Speed bonus is halved for ranged champions. UNIQUE Active: For the next 5 seconds, basic attacks reduce the target's Movement Speed by 30% and deal 80 true damage over 2.5 seconds on hit (60 second cooldown).","","","","","275.0","","","","","55.0","","","","","[""Active"",""Damage"",""Health"",""NonbootsMovement"",""Slow""]"
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Alacrity bonus. <br><br><unique>UNIQUE Passive - Alacrity:</unique> +20 Movement Speed<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","[""3047""]","450","true","1085","1550","BootsAlacrity","true","1316","1316.png","item","48","item2.png","48","288","384","","","false","true","true","true","false","true","Enchantment: Alacrity","Permanently grants a bonus to base movement speed","","Limited to 1 of each enchantment type. Enchants boots to have Alacrity bonus. UNIQUE Passive - Alacrity: +20 Movement Speed (Unique Passives with the same name don't stack.)","","","30.0","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Furor bonus.<br><br><unique>UNIQUE Passive - Furor:</unique> Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","[""3047""]","450","true","1085","1550","BootsFuror","true","1315","1315.png","item","48","item2.png","48","240","384","","","false","true","true","true","false","true","Enchantment: Furor","Increases movement speed upon dealing damage with a single target spell or basic attack","","Limited to 1 of each enchantment type. Enchants boots to have Furor bonus. UNIQUE Passive - Furor: Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds. (Unique Passives with the same name don't stack.)","","","30.0","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Distortion bonus.<br><br><unique>UNIQUE Passive - Distortion:</unique> Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: <br><br><font color='#FFDD00'>Ghost:</font> Grants 40% Movement Speed from 27%.<br><font color='#FFDD00'>Flash:</font> 20% Movement Speed bonus for 1 second after cast.<br><font color='#FFDD00'>Teleport:</font> 30% Movement Speed bonus for 3 seconds after use.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","15","","","","","","","","[""3020""]","450","true","1085","1550","BootsDistortion","true","1313","1313.png","item","48","item2.png","48","144","384","","","false","true","true","true","false","true","Enchantment: Distortion","Greatly lowers the summoner spell cooldown of Teleport, Flash, and Ghost","","Limited to 1 of each enchantment type. Enchants boots to have Distortion bonus. UNIQUE Passive - Distortion: Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: Ghost: Grants 40% Movement Speed from 27%. Flash: 20% Movement Speed bonus for 1 second after cast. Teleport: 30% Movement Speed bonus for 3 seconds after use. (Unique Passives with the same name don't stack.)","","","","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Captain bonus.<br><br><unique>UNIQUE Passive - Captain:</unique> Grants +10% Movement Speed to nearby approaching allied champions.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","15","","","","","","","","[""3020""]","450","true","1085","1550","BootsCaptain","true","1312","1312.png","item","48","item2.png","48","96","384","","","false","true","true","true","false","true","Enchantment: Captain","Grants bonus movement speed to approaching allied champions and minions","","Limited to 1 of each enchantment type. Enchants boots to have Captain bonus. UNIQUE Passive - Captain: Grants +10% Movement Speed to nearby approaching allied champions. (Unique Passives with the same name don't stack.)","","","","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Alacrity bonus. <br><br><unique>UNIQUE Passive - Alacrity:</unique> +20 Movement Speed<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","15","","","","","","","","[""3020""]","450","true","1085","1550","BootsAlacrity","true","1311","1311.png","item","48","item2.png","48","48","384","","","false","true","true","true","false","true","Enchantment: Alacrity","Permanently grants a bonus to base movement speed","","Limited to 1 of each enchantment type. Enchants boots to have Alacrity bonus. UNIQUE Passive - Alacrity: +20 Movement Speed (Unique Passives with the same name don't stack.)","","","","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Furor bonus.<br><br><unique>UNIQUE Passive - Furor:</unique> Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","15","","","","","","","","[""3020""]","450","true","1085","1550","BootsFuror","true","1310","1310.png","item","48","item2.png","48","0","384","","","false","true","true","true","false","true","Enchantment: Furor","Increases movement speed upon dealing damage with a single target spell or basic attack","","Limited to 1 of each enchantment type. Enchants boots to have Furor bonus. UNIQUE Passive - Furor: Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds. (Unique Passives with the same name don't stack.)","","","","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Distortion bonus.<br><br><unique>UNIQUE Passive - Distortion:</unique> Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: <br><br><font color='#FFDD00'>Ghost:</font> Grants 40% Movement Speed from 27%.<br><font color='#FFDD00'>Flash:</font> 20% Movement Speed bonus for 1 second after cast.<br><font color='#FFDD00'>Teleport:</font> 30% Movement Speed bonus for 3 seconds after use.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","[""3047""]","450","true","1085","1550","BootsDistortion","true","1318","1318.png","item","48","item2.png","48","384","384","","","false","true","true","true","false","true","Enchantment: Distortion","Greatly lowers the summoner spell cooldown of Teleport, Flash, and Ghost","","Limited to 1 of each enchantment type. Enchants boots to have Distortion bonus. UNIQUE Passive - Distortion: Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: Ghost: Grants 40% Movement Speed from 27%. Flash: 20% Movement Speed bonus for 1 second after cast. Teleport: 30% Movement Speed bonus for 3 seconds after use. (Unique Passives with the same name don't stack.)","","","30.0","","","","","","45.0","","","","","",""
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Captain bonus.<br><br><unique>UNIQUE Passive - Captain:</unique> Grants +10% Movement Speed to nearby approaching allied champions.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","[""3047""]","450","true","1085","1550","BootsCaptain","true","1317","1317.png","item","48","item2.png","48","336","384","","","false","true","true","true","false","true","Enchantment: Captain","Grants bonus movement speed to approaching allied champions and minions","","Limited to 1 of each enchantment type. Enchants boots to have Captain bonus. UNIQUE Passive - Captain: Grants +10% Movement Speed to nearby approaching allied champions. (Unique Passives with the same name don't stack.)","","","30.0","","","","","","45.0","","","","","",""
"bc","","","3","<stats>+300 Health<br>+55 Attack Damage<br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Dealing physical damage to an enemy champion Cleaves them, reducing their Armor by 5% for 6 seconds (stacks up to 6 times, up to 30%).<br><unique>UNIQUE Passive - Rage:</unique> Dealing physical damage grants 20 movement speed for 2 seconds. Assists on Cleaved enemy champions or kills on any unit grant 60 movement speed for 2 seconds instead. This Movement Speed is halved for ranged champions.","-0.2","0.05","6","6","0.3","20","2","60","[""3044"",""3133""]","1150","true","2450","3500","","","3071","3071.png","item","48","item0.png","48","240","384","","","false","true","true","true","false","true","The Black Cleaver","Dealing physical damage to enemy champions reduces their Armor","","+300 Health +55 Attack Damage +20% Cooldown Reduction UNIQUE Passive: Dealing physical damage to an enemy champion Cleaves them, reducing their Armor by 5% for 6 seconds (stacks up to 6 times, up to 30%). UNIQUE Passive - Rage: Dealing physical damage grants 20 movement speed for 2 seconds. Assists on Cleaved enemy champions or kills on any unit grant 60 movement speed for 2 seconds instead. This Movement Speed is halved for ranged champions.","","","","","300.0","","","","","55.0","","","","","[""ArmorPenetration"",""CooldownReduction"",""Damage"",""Health"",""NonbootsMovement"",""OnHit""]"
"","","","2","<stats>+30 Armor<br>+20 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Killing a unit grants 0.5 bonus Armor and Ability Power. This bonus stacks up to 30 times.","0.5","30","","","","","","","[""1029"",""1052"",""1029""]","165","true","840","1200","","","3191","3191.png","item","48","item1.png","48","0","288","","[""3090"",""3157"",""3170""]","false","true","true","true","false","true","Seeker's Armguard","Increases Armor and Ability Power","","+30 Armor +20 Ability Power UNIQUE Passive: Killing a unit grants 0.5 bonus Armor and Ability Power. This bonus stacks up to 30 times.","","","30.0","","","","","20.0","","","","","","","[""Armor"",""SpellDamage""]"
"","","","2","<stats><mana>+250 Mana<br>+25% Base Mana Regen </mana></stats><br><br><mana><unique>UNIQUE Passive - Mana Charge:</unique> Grants 4 maximum Mana on spell cast or Mana expenditure (up to 2 times per 8 seconds). Grants 1 maximum Mana every 8 seconds.<br><br>Caps at +750 Mana.</mana>","4","8","1","8","750","2","","","[""1027"",""1004""]","275","true","525","750","","","3070","3070.png","item","48","item0.png","48","192","384","","[""3003"",""3004""]","false","true","true","true","false","false","Tear of the Goddess","Increases maximum Mana as Mana is spent","","+250 Mana +25% Base Mana Regen UNIQUE Passive - Mana Charge: Grants 4 maximum Mana on spell cast or Mana expenditure (up to 2 times per 8 seconds). Grants 1 maximum Mana every 8 seconds. Caps at +750 Mana.","","","","","","","250.0","","","","","","","","[""Mana"",""ManaRegen""]"
"","","","4","<stats>+400 Health<br>+100% Base Health Regen <br>+20 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active:</active> Grants a shield to nearby allies for 2 seconds that absorbs up to 75 (+15 per level) damage (60 second cooldown).<br><aura>UNIQUE Aura - Legion:</aura> Grants nearby allies +15 Magic Resist.","15","0.75","2","75","15","60","","","[""3105"",""3067""]","200","true","1750","2500","","","3190","3190.png","item","48","item1.png","48","432","240","","","false","true","true","true","false","true","Locket of the Iron Solari","Activate to shield nearby allies from damage","","+400 Health +100% Base Health Regen +20 Magic Resist +10% Cooldown Reduction UNIQUE Active: Grants a shield to nearby allies for 2 seconds that absorbs up to 75 (+15 per level) damage (60 second cooldown). UNIQUE Aura - Legion: Grants nearby allies +15 Magic Resist.","","","","","400.0","","","","","","20.0","","","","[""Active"",""Aura"",""CooldownReduction"",""Health"",""HealthRegen"",""SpellBlock""]"
"","","","3","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Furor bonus.<br><br><unique>UNIQUE Passive - Furor:</unique> Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","-0.1","0.1","","","","","","","[""3158""]","450","true","945","1350","BootsFuror","true","1330","1330.png","item","48","item3.png","48","0","0","","","false","true","true","true","false","true","Enchantment: Furor","Increases movement speed upon dealing damage with a single target spell or basic attack","","Limited to 1 of each enchantment type. Enchants boots to have Furor bonus. UNIQUE Passive - Furor: Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds. (Unique Passives with the same name don't stack.)","","","","","","","","","45.0","","","","","",""
"triforce;tons of damage","","","3","<stats>+250 Health<br>+25 Attack Damage<br>+20% Critical Strike Chance<br>+15% Attack Speed<br>+10% Cooldown Reduction<br>+5% Movement Speed<br><mana>+250 Mana</mana></stats><br><br><unique>UNIQUE Passive - Rage:</unique> Basic attacks grant 20 Movement Speed for 2 seconds. Kills grant 60 Movement Speed instead. This Movement Speed bonus is halved for ranged champions.<br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 200% of base Attack Damage on hit (1.5 second cooldown).","20","60","2","2","1.5","","","","[""3086"",""3057"",""3044""]","200","true","2660","3800","","","3078","3078.png","item","48","item0.png","48","48","432","","","false","true","true","true","false","true","Trinity Force","Tons of Damage","","+250 Health +25 Attack Damage +20% Critical Strike Chance +15% Attack Speed +10% Cooldown Reduction +5% Movement Speed +250 Mana UNIQUE Passive - Rage: Basic attacks grant 20 Movement Speed for 2 seconds. Kills grant 60 Movement Speed instead. This Movement Speed bonus is halved for ranged champions. UNIQUE Passive - Spellblade: After using an ability, the next basic attack deals bonus physical damage equal to 200% of base Attack Damage on hit (1.5 second cooldown).","","","","0.2","250.0","","250.0","","","25.0","","0.15","","0.05","[""AttackSpeed"",""CooldownReduction"",""CriticalStrike"",""Damage"",""Health"",""Mana"",""NonbootsMovement"",""OnHit""]"
"viktor","","","4","<stats>+10 Ability Power per level<br>+25 Mana per level</stats><br><br><unique>UNIQUE Passive - Glorious Evolution:</unique> Viktor has reached the pinnacle of his power, upgrading Chaos Storm in addition to his basic spells.","10","25","","","","","","","[""3197""]","1000","true","2100","3000","","","3198","3198.png","item","48","item1.png","48","144","288","","","false","true","true","true","false","true","Perfect Hex Core","Allows Viktor to improve an ability of his choice","Viktor","+10 Ability Power per level +25 Mana per level UNIQUE Passive - Glorious Evolution: Viktor has reached the pinnacle of his power, upgrading Chaos Storm in addition to his basic spells.","","","","","","","","","","","","","","","[""Mana"",""SpellDamage""]"
"","","","2","<stats>+20 Attack Damage<br>+50% Base Health Regen </stats><br><br><unique>UNIQUE Passive - Cleave:</unique> Basic attacks deal 20% to 60% of total Attack Damage as bonus physical damage to enemies near the target on hit (enemies closest to the target take the most damage).<br><active>UNIQUE Active - Crescent:</active> Deals 60% to 100% of total Attack Damage as physical damage to nearby enemy units (enemies closest to the target take the most damage) (10 second cooldown).","0.2","0.6","0.6","1","10","","","","[""1036"",""1006"",""1036""]","350","true","840","1200","","","3077","3077.png","item","48","item0.png","48","0","432","","[""3074"",""3748""]","false","true","true","true","false","true","Tiamat","Melee attacks hit nearby enemies","","+20 Attack Damage +50% Base Health Regen UNIQUE Passive - Cleave: Basic attacks deal 20% to 60% of total Attack Damage as bonus physical damage to enemies near the target on hit (enemies closest to the target take the most damage). UNIQUE Active - Crescent: Deals 60% to 100% of total Attack Damage as physical damage to nearby enemy units (enemies closest to the target take the most damage) (10 second cooldown).","","","","","","","","","","20.0","","","","","[""Active"",""Damage"",""HealthRegen""]"
"viktor","","","3","<stats>+6 Ability Power per level<br>+20 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> Viktor can upgrade one of his basic spells.","6","20","","","","","","","[""3196""]","1000","true","1400","2000","","","3197","3197.png","item","48","item1.png","48","96","288","","[""3198""]","false","true","true","true","false","true","The Hex Core mk-2","Allows Viktor to improve an ability of his choice","Viktor","+6 Ability Power per level +20 Mana per level UNIQUE Passive - Progress: Viktor can upgrade one of his basic spells.","","","","","","","","","","","","","","","[""Mana"",""SpellDamage""]"
"viktor","","","2","<stats>+3 Ability Power per level<br>+15 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> Viktor can upgrade one of his basic spells.","3","15","","","","","","","[""3200""]","1000","true","700","1000","","","3196","3196.png","item","48","item1.png","48","48","288","","[""3197""]","false","true","true","true","false","true","The Hex Core mk-1","Allows Viktor to improve an ability of his choice","Viktor","+3 Ability Power per level +15 Mana per level UNIQUE Passive - Progress: Viktor can upgrade one of his basic spells.","","","","","","","","","","","","","","","[""Mana"",""SpellDamage""]"
